name,description,address,website,url
Beck Side,At the entry to West Burton the road runs alongside Walden beck with its picturesque cascades and deep pools. An enchanting pack horse bridge crosses the beck leading to the heights of Morpeth Scar and under the distant crags of Penhill. Here set back from the roadside is The Garth in private grounds with the adjoining apartments of Beck Side and Bridge View.,"West Burton, Leyburn, North Yorkshire, DL8 4JS",https://www.countryhideaways.co.uk/cottages/wensleydale/west-burton/beck-side,https://www.yorkshire.com/view/accommodation/leyburn/beck-side-1670196
Beech Tree Bungalow,Detached dormer bungalow with 3 bedrooms (1 en suite with sea views and 2 on the ground floor),"11 Riviera Drive, Sewerby, Bridlington, East Riding Of Yorkshire, YO15 1EL",http://www.baysideholidays.co.uk,https://www.yorkshire.com/view/accommodation/bridlington/beech-tree-bungalow-452574
Beech Farm Cottages,Beech Farm Cottages have won the Yorkshire Tourist Boards Self-Catering Holiday of the Year Award four times so quality is assured.,"Main Street, Wrelton, Pickering, North Yorkshire, YO18 8PG",http://holiday.booking-system.net/ChooseStartDate.asp?odta=bVQ%3DGKI%26PVQ%3DGJL,https://www.yorkshire.com/view/accommodation/pickering/beech-farm-cottages-176251
Bell Island Cottage,This cottage is ideal for four people and successfully combines both period and contemporary styles.  Spread over three floors the cottage is accessed at street level into an stylish and well equipped open plan lounge/kitchen floored in natural slate with leather sofas and an oak dining table.,"Church St, Whitby, North Yorkshire, YO22 4AE",http://www.bellislandcottages.co.uk/availability_11.html,https://www.yorkshire.com/view/accommodation/whitby/bell-island-cottage-2061862
Beck Hall,A little hotel by a stream,"Cove Road, Malham, North Yorkshire, BD23 4DJ",http://www.beckhallmalham.com,https://www.yorkshire.com/view/accommodation/malham/beck-hall-73880
Betton Farm Camping & Caravan Park,"Our Camping and Caravan Park is Camping and Caravan Club Registered is open all year. With electric hook ups and access to our on site toilets, washroom and showers you can relax and enjoy the views across open farmland to the Yorkshire Wolds.","Racecourse Road, East Ayton, Scarborough, North Yorkshire, YO13 9HT",http://www.bettonfarm.org.uk/,https://www.yorkshire.com/view/accommodation/scarborough/betton-farm-camping-and-caravan-park-2069553
Beacon View,"Beacon View is a detached, beautifully restored sandstone barn. It has its own drive, enclosed garden and large undercover patio with BBQ area and like it’s neighbour Dale View, has glorious views across Danby Dale.","Danby Head, Danby, Whitby, North Yorkshire, YO21 2NW",http://www.craghousefarm.co.uk/availability-and-online-booking/,https://www.yorkshire.com/view/accommodation/whitby/beacon-view-2037371
Best Western Kilima Hotel,"Victorian former rectory within walking distance of the historic city of York. Private car park (free of charge), indoor swimming pool, Turkish steam room and fitness room.","129 Holgate Road, York, North Yorkshire, YO24 4AZ",http://www.bw-kilimahotel.co.uk,https://www.yorkshire.com/view/accommodation/york/best-western-kilima-hotel-75661
Beach House,"Bempton Beach House is a ground-floor luxury property that can accommodate up to 7 guests. The property has four bedrooms consisting of: 1 king size bed (that can be converted to 2 twin beds) with en-suite wet room, a further twin bedroom with en-suite bathroom, 2 specialist bedrooms both with a fully profiling bed, ceiling tracking and hoist leading to an en-suite wet room with shower table and shower chair. There is also a family bathroom.","2A Blue Anchor Road, Moor Road, Filey, North Yorkshire, YO14 9GQ",http://www.bemptonholidays.co.uk/bempton-beach-house/,https://www.yorkshire.com/view/accommodation/filey/beach-house-2037958
Best Western Plus The Croft Hotel,"Originally built in 1835, The Croft is situated in the historic village of Croft-on-Tees, overlooking the River Tees. Free parking and free Wi-Fi are available at the hotel.","Croft on Tees, Darlington, DL2 2ST",https://book.isiteplus.co.uk/room-select/property-84208/,https://www.yorkshire.com/view/accommodation/darlington/best-western-plus-the-croft-hotel-2113216
Beach Life Apartments,"Opened 1st December 2008 Beach Life Apartments provide comfortable tranquil luxury accommodation including free parking, easy access, full kitchen, top quality beds and furniture, flat screen TV and DVD. The bathroom is fully tiled with a shower over the bath and a large mirror. It can be reached across a hallway from the lounge or bedroom so privacy is maintained for everyone. Central heating and double-glazing add to the comfort. No extra charges are made for the heating and the linen is also provided free.","411 Kepwick House, North Promenade, Scarborough, North Yorkshire, YO12 7TN",http://www.beachlifescarborough.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/beach-life-apartments-758978
Bay Tree Cottage,"Nordham Cottages, the converted gardener's cottages in the grounds of Fawley House, lie in a 'secret pocket' of East Yorkshire  with lovely walks from the door. Whether walking by the stream, in the beautiful parkland, round the North Cave Wetlands or on the Wold's Way, you cannot fail to enjoy the views the area reveals. There is much to do in and around the village and our testimonials comment on what a great base our cottages make for exploring East Yorkshire's countryside, coast and cities. We offer a great explorer day map from 'cottage to  coast' taking you on a  journey which will take your breath away through stunning Wold's countryside, which can be found in our information file along with many other day trip ideas. ","9 Nordham, North Cave, East Riding Of Yorkshire, HU15 2LT",http://www.nordhamcottages.co.uk,https://www.yorkshire.com/view/accommodation/north-cave/bay-tree-cottage-1172010
Best Western Plus Craiglands Hotel,"With a choice of Banqueting Suites, you will be sure to find the best facilities to suit any type of event. We are accustomed to catering for corporate events, charity balls, engagement parties, christening celebrations, Christmas parties and social occasions for all religions and faiths.","Cowpasture Road, Ilkley, West Yorkshire, LS29 8RQ",http://www.craiglands.co.uk,https://www.yorkshire.com/view/accommodation/ilkley/best-western-plus-craiglands-hotel-71198
Best Western York Pavilion Hotel,"A family owned hotel, set on the outskirts of the City of York with lovely gardens and grounds. The hotel was originally a 17","45 Main Street, Fulford, York, North Yorkshire, YO10 4PJ",http://www.yorkpavilionhotel.com/,https://www.yorkshire.com/view/accommodation/york/best-western-york-pavilion-hotel-78563
Best Western Crown Hotel,"Traditional coaching inn in the town of Boroughbridge. This 37 bedroom hotel has excellent conference facilities and a large private car park. Leisure centre with indoor pool, steam room, sauna, gym and sun-shower. York only 17 miles.","Horsefair, Boroughbridge, North Yorkshire, YO51 9LB",http://www.bw-crownboroughbridge.co.uk,https://www.yorkshire.com/view/accommodation/boroughbridge/best-western-crown-hotel-74215
Bellfield Victorian Country Apartments,"A stunning country mansion set in the historic market town of Masham.  Dating back to the early 1800's, this Victorian house has been elegantly converted into a variety of apartments retaining the original character.","Meadowlands, Swinithwaite, Masham, North Yorkshire, HG4 4ER",http://www.meadowholidays.com/holidays/,https://www.yorkshire.com/view/accommodation/masham/bellfield-victorian-country-apartments-1435615
Best Western Dower House Hotel,"Dower House Hotel, dating back to the 15th century, is set in 1 acre of gardens in the traditional market town of Knaresborough in the heart of Yorkshire.","Bond End, Knaresborough, North Yorkshire, HG5 9AL",http://www.dowerhouse-hotel.co.uk,https://www.yorkshire.com/view/accommodation/knaresborough/best-western-dower-house-hotel-75926
Belmont Guest House,"The Belmont Hotel, 86 Kings Road is a mellow, warm and welcoming Victorian Guest House located in Harrogate. 2 minutes walk to the conference centre and 5 minutes into Harrogate town centre. We take great pride in your enjoyment of our fine breakfasts, while our en suite pine bedrooms are the tops in comfort, cleanliness and 'want to come again' charm. Entirely non-smoking environment. Private car park too.","86 Kings Road, Harrogate, North Yorkshire, HG1 5JX",http://www.belmont-harrogate.co.uk,https://www.yorkshire.com/view/accommodation/harrogate/belmont-guest-house-72852
Blacksmiths Country Inn,,"Hartoft End, Pickering, North Yorkshire, YO18 8EN",,https://www.yorkshire.com/view/accommodation/pickering/blacksmiths-country-inn-70576
Bishop Burton College,Set in stunning grounds with extensive modern facilities and years worth of experience – Bishop Burton College gives you something altogether different. ,"York Road, Bishop Burton, East Riding Of Yorkshire, HU17 8QG",http://www.bishopb-college.ac.uk,https://www.yorkshire.com/view/accommodation/bishop-burton/bishop-burton-college-171174
Blacksmiths Arms,"The Blacksmith's Arms Inn is some 250 years old with traditional character throughout. A family run business for the past 30 years. We are located in the small village of Cloughton just north of Scarborough. We are in an ideal location for short breaks or longer holidays visiting the North Yorkshire Moors and Coast. Popular for walkers, cyclists and naturalists, we have several top golf courses within easy reach and make an ideal location for golfing parties.","High Street, Cloughton, Scarborough, North Yorkshire, YO13 0AE",http://www.blacksmithsarmsinn.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/blacksmiths-arms-72016
Black Swan Inn,The Black Swan is an Historic15th century inn serving food daily. All our letting bedrooms have four poster beds and are en suite We have a resident Folk Club and have weekly live music. We also operate our own ghost walk,"23 Peasholme Green, York, North Yorkshire, YO1 7PR",http://www.blackswanyork.com,https://www.yorkshire.com/view/accommodation/york/black-swan-inn-1179886
Black Swan Holiday Park,"Enjoy our wonderful park situated in the picturesque village of Fearby, 2 miles from Masham in the Yorkshire Dales. Easily accessible from the A1 (8 miles) the park is ideally located, providing you with the base to enjoy the wonders of dales life and its attractions.","Rear Black Swan Hotel, Masham, North Yorkshire, HG4 4NF",http://www.blackswanholiday.co.uk,https://www.yorkshire.com/view/accommodation/masham/black-swan-holiday-park-76022
Black Lion Hotel,A once Georgian Coach House the Black Lion Hotel has been transformed into a friendly and warm family run hotel. The Black Lion takes pride in serving award winning cask ales in the comfort of the bar and snug warmed with open log fires. ,"12 Finkle Street, Richmond, North Yorkshire, DL10 4QB",http://www.blacklionhotelrichmond.co.uk/,https://www.yorkshire.com/view/accommodation/richmond/black-lion-hotel-105996
Black Horse Inn,"The Black Horse Inn is set in the heart of the village of Kirkby Fleetham, in the North Yorkshire countryside and benefits from free parking and free Wi-Fi. It also features a Bar, a Garden and a Restaurant.","Lumley Lane, Kirkby Fleetham, North Yorkshire, DL7 0SH",http://www.blackhorseinnkirkbyfleetham.com/,https://www.yorkshire.com/view/accommodation/kirkby-fleetham/black-horse-inn-500571
Black Bull Inn,"Family-run inn with warm, cosy bars. Convenient for Harrogate, York, the dales and moors. Mouth-watering meals, traditional ales and superbly-appointed rooms.","6 St James Square, Boroughbridge, North Yorkshire, YO51 9AR",http://www.blackbullboroughbridge.co.uk/,https://www.yorkshire.com/view/accommodation/boroughbridge/black-bull-inn-113486
Black Horse Inn,Olde worlde public house and restaurant with bedroom accommodation in adjoining 17th to 18th century Listed cottages.,"Black Horse Inn, Clifton, Halifax, West Yorkshire, HD6 4HJ",,https://www.yorkshire.com/view/accommodation/halifax/black-horse-inn-111174
